"Animal Number","Animal Tag Id","Animal Life No. ","Lactation Days","Day Production","Date","Rumination Minutes","Intake Total","Rest Feed","Failures","Milkings","Fat/Protein Ratio","SCC Indication","Refusals","Day production Dev."
"1367","","US 1885","","","2026-04-04","","","","","","","","",""
"1368","","US DD1886","","","2026-04-03","","","","","","","","",""
"1368","","US DD1886","","","2026-04-04","","","","","","","","",""
"1369","","US DD1887","","","2026-04-03","","","","","","","","",""
"1369","","US DD1887","","","2026-04-04","","","","","","","","",""
"1370","","US DD1888","","","2026-04-03","","","","","","","","",""
"1370","","US DD1888","","","2026-04-04","","","","","","","","",""
"1371","","US DD1889","","","2026-04-03","","","","","","","","",""
"1371","","US DD1889","","","2026-04-04","","","","","","","","",""
"1373","","US DD1891","","","2026-04-03","","","","","","","","",""
"1373","","US DD1891","","","2026-04-04","","","","","","","","",""
"1374","","US DD1892","","","2026-04-03","","","","","","","","",""
"1374","","US DD1892","","","2026-04-04","","","","","","","","",""
"1375","","US 1893","","","2026-04-03","","","","","","","","",""
"1375","","US 1893","","","2026-04-04","","","","","","","","",""
"1376","","US DD1894","","","2026-04-03","","","","","","","","",""
"1376","","US DD1894","","","2026-04-04","","","","","","","","",""
"1378","","US DD1896","","","2026-04-03","","","","","","","","",""
"1378","","US DD1896","","","2026-04-04","","","","","","","","",""
"1379","","US DD1897","","","2026-04-03","","","","","","","","",""
"1379","","US DD1897","","","2026-04-04","","","","","","","","",""
"1380","","US DD1898","","","2026-04-03","","","","","","","","",""
"1380","","US DD1898","","","2026-04-04","","","","","","","","",""
"1381","","US DD1899","","","2026-04-03","","","","","","","","",""
"1381","","US DD1899","","","2026-04-04","","","","","","","","",""
"20042","","","","","2026-04-03","","","","","","","","",""
"20042","","","","","2026-04-04","","","","","","","","",""
"1382","","US DD1900","","","2026-04-03","","","","","","","","",""
"1382","","US DD1900","","","2026-04-04","","","","","","","","",""
"1383","","US DD1901","","","2026-04-03","","","","","","","","",""
"1383","","US DD1901","","","2026-04-04","","","","","","","","",""
"1384","","US DD1902","","","2026-04-03","","","","","","","","",""
"1384","","US DD1902","","","2026-04-04","","","","","","","","",""
"1385","","US DD1903","","","2026-04-03","","","","","","","","",""
"1385","","US DD1903","","","2026-04-04","","","","","","","","",""
"1386","","US DD1904","","","2026-04-03","","","","","","","","",""
"1386","","US DD1904","","","2026-04-04","","","","","","","","",""
"1387","","US DD1905","","","2026-04-03","","","","","","","","",""
"1387","","US DD1905","","","2026-04-04","","","","","","","","",""
"1388","","US DD1906","","","2026-04-03","","","","","","","","",""
"1388","","US DD1906","","","2026-04-04","","","","","","","","",""
"1389","","US DD907","","","2026-04-03","","","","","","","","",""
"1389","","US DD907","","","2026-04-04","","","","","","","","",""
"1390","","US DD1908","","","2026-04-03","","","","","","","","",""
"1390","","US DD1908","","","2026-04-04","","","","","","","","",""
"1391","","US DD1909","","","2026-04-03","","","","","","","","",""
"1391","","US DD1909","","","2026-04-04","","","","","","","","",""
"1392","","US DD1910","","","2026-04-03","","","","","","","","",""
"1392","","US DD1910","","","2026-04-04","","","","","","","","",""
"1393","","US DD1911","","","2026-04-03","","","","","","","","",""
"1393","","US DD1911","","","2026-04-04","","","","","","","","",""
"1394","","US DD1912","","","2026-04-03","","","","","","","","",""
"1394","","US DD1912","","","2026-04-04","","","","","","","","",""
"1395","","US DD1913","","","2026-04-03","","","","","","","","",""
"1395","","US DD1913","","","2026-04-04","","","","","","","","",""
"1396","","US 1914","","","2026-04-03","","","","","","","","",""
"1396","","US 1914","","","2026-04-04","","","","","","","","",""
"1397","","US DD1915","","","2026-04-03","","","","","","","","",""
"1397","","US DD1915","","","2026-04-04","","","","","","","","",""
"1398","","US 1916","","","2026-04-03","","","","","","","","",""
"1398","","US 1916","","","2026-04-04","","","","","","","","",""
"1399","","US DD1917","","","2026-04-03","","","","","","","","",""
"1399","","US DD1917","","","2026-04-04","","","","","","","","",""
"1400","","US DD1918","","","2026-04-03","","","","","","","","",""
"1400","","US DD1918","","","2026-04-04","","","","","","","","",""
"1401","","US DD1919","","","2026-04-03","","","","","","","","",""
"1401","","US DD1919","","","2026-04-04","","","","","","","","",""
"1402","","US DD1920","","","2026-04-03","","","","","","","","",""
"1402","","US DD1920","","","2026-04-04","","","","","","","","",""
"1403","","US DD1921","","","2026-04-03","","","","","","","","",""
"1403","","US DD1921","","","2026-04-04","","","","","","","","",""
"1404","","US DD1922","","","2026-04-03","","","","","","","","",""
"1404","","US DD1922","","","2026-04-04","","","","","","","","",""
"1407","","US DD1925","","","2026-04-03","","","","","","","","",""
"1407","","US DD1925","","","2026-04-04","","","","","","","","",""
"1408","","US DD1926","","","2026-04-03","","","","","","","","",""
"1408","","US DD1926","","","2026-04-04","","","","","","","","",""
"1410","","US DD1928","","","2026-04-03","","","","","","","","",""
"1410","","US DD1928","","","2026-04-04","","","","","","","","",""
"1411","","US DD1929","","","2026-04-03","","","","","","","","",""
"1411","","US DD1929","","","2026-04-04","","","","","","","","",""
"1412","","US DD1930","","","2026-04-03","","","","","","","","",""
"1412","","US DD1930","","","2026-04-04","","","","","","","","",""
"1413","","US DD193114","","","2026-04-03","","","","","","","","",""
"1413","","US DD193114","","","2026-04-04","","","","","","","","",""
"1414","","US DD1932","","","2026-04-03","","","","","","","","",""
"1414","","US DD1932","","","2026-04-04","","","","","","","","",""
"1415","","US DD1933","","","2026-04-03","","","","","","","","",""
"1415","","US DD1933","","","2026-04-04","","","","","","","","",""
"1416","","DD1934","","","2026-04-03","","","","","","","","",""
"1416","","DD1934","","","2026-04-04","","","","","","","","",""
"1417","","US DD1935","","","2026-04-03","","","","","","","","",""
"1417","","US DD1935","","","2026-04-04","","","","","","","","",""
"1418","","US DD1936","","","2026-04-03","","","","","","","","",""
"1418","","US DD1936","","","2026-04-04","","","","","","","","",""
"1419","","US DD1937","","","2026-04-03","","","","","","","","",""
"1419","","US DD1937","","","2026-04-04","","","","","","","","",""
"1420","","US DD1938","","","2026-04-03","","","","","","","","",""
"1420","","US DD1938","","","2026-04-04","","","","","","","","",""
"1421","","US 1939","","","2026-04-03","","","","","","","","",""
"1421","","US 1939","","","2026-04-04","","","","","","","","",""
"1422","","US 1940","","","2026-04-03","","","","","","","","",""
"1422","","US 1940","","","2026-04-04","","","","","","","","",""
"1423","","US 1941","","","2026-04-03","","","","","","","","",""
"1423","","US 1941","","","2026-04-04","","","","","","","","",""
"1424","","US DD1942","","","2026-04-03","","","","","","","","",""
"1424","","US DD1942","","","2026-04-04","","","","","","","","",""
"1425","","US 1943","","","2026-04-03","","","","","","","","",""
"1425","","US 1943","","","2026-04-04","","","","","","","","",""
"1426","","US DD 1944","","","2026-04-03","","","","","","","","",""
"1426","","US DD 1944","","","2026-04-04","","","","","","","","",""
"20047","","","","","2026-04-03","","","","","","","","",""
"20047","","","","","2026-04-04","","","","","","","","",""
"1427","","US 1945","","","2026-04-03","","","","","","","","",""
"1427","","US 1945","","","2026-04-04","","","","","","","","",""
"1428","","DD1946","","","2026-04-03","","","","","","","","",""
"1428","","DD1946","","","2026-04-04","","","","","","","","",""
"1429","","DD1947","","","2026-04-03","","","","","","","","",""
"1429","","DD1947","","","2026-04-04","","","","","","","","",""
"1430","","US DD1948","","","2026-04-03","","","","","","","","",""
"1430","","US DD1948","","","2026-04-04","","","","","","","","",""
"1431","","US DD1949","","","2026-04-03","","","","","","","","",""
"1431","","US DD1949","","","2026-04-04","","","","","","","","",""
"1432","","US 1950","","","2026-04-03","","","","","","","","",""
"1432","","US 1950","","","2026-04-04","","","","","","","","",""
"1433","","US DD1951","","","2026-04-03","","","","","","","","",""
"1433","","US DD1951","","","2026-04-04","","","","","","","","",""
"1434","","US DD1952","","","2026-04-03","","","","","","","","",""
"1434","","US DD1952","","","2026-04-04","","","","","","","","",""
"1435","","US DD1953","","","2026-04-03","","","","","","","","",""
"1435","","US DD1953","","","2026-04-04","","","","","","","","",""
"1436","","DD1954 ","","","2026-04-03","","","","","","","","",""
"1436","","DD1954 ","","","2026-04-04","","","","","","","","",""
"1437","","DD1793","","","2026-04-03","","","","","","","","",""
"1437","","DD1793","","","2026-04-04","","","","","","","","",""
"1439","","US DD1957","","","2026-04-03","","","","","","","","",""
"1439","","US DD1957","","","2026-04-04","","","","","","","","",""
"1438","","US DD1956","","","2026-04-03","","","","","","","","",""
"1438","","US DD1956","","","2026-04-04","","","","","","","","",""
"1441","","DD1959","","","2026-04-03","","","","","","","","",""
"1441","","DD1959","","","2026-04-04","","","","","","","","",""
"1442","","US DD1960","","","2026-04-03","","","","","","","","",""
"1442","","US DD1960","","","2026-04-04","","","","","","","","",""
"1443","","US DD1961","","","2026-04-03","","","","","","","","",""
"1443","","US DD1961","","","2026-04-04","","","","","","","","",""
"1444","","US DD1962","","","2026-04-03","","","","","","","","",""
"1444","","US DD1962","","","2026-04-04","","","","","","","","",""
"81","3087668","US DD1574","248","71.2","2026-04-03","524","14.60","0.24","0","3","1.35","","1","-0.44"
"81","3087668","US DD1574","249","66.6","2026-04-04","497","13.69","0.22","0","3","1.32","","1","-4.63"
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"1445","","USDD1964","","","2026-04-03","","","","","","","","",""
"1445","","USDD1964","","","2026-04-04","","","","","","","","",""
"1446","","USDD1965","","","2026-04-03","","","","","","","","",""
"1446","","USDD1965","","","2026-04-04","","","","","","","","",""
"1447","","US DD1966","","","2026-04-03","","","","","","","","",""
"1447","","US DD1966","","","2026-04-04","","","","","","","","",""
"1449","","USDD1968","","","2026-04-03","","","","","","","","",""
"1449","","USDD1968","","","2026-04-04","","","","","","","","",""
"1450","","US DD1969","","","2026-04-03","","","","","","","","",""
"1450","","US DD1969","","","2026-04-04","","","","","","","","",""
"1451","","US DD1970","","","2026-04-03","","","","","","","","",""
"1451","","US DD1970","","","2026-04-04","","","","","","","","",""
"1452","","US DD1971","","","2026-04-03","","","","","","","","",""
"1452","","US DD1971","","","2026-04-04","","","","","","","","",""
"1453","","US DD1972","","","2026-04-03","","","","","","","","",""
"1453","","US DD1972","","","2026-04-04","","","","","","","","",""
"1454","","US DD1973","","","2026-04-03","","","","","","","","",""
"1454","","US DD1973","","","2026-04-04","","","","","","","","",""
"1456","","US DD1975","","","2026-04-03","","","","","","","","",""
"1456","","US DD1975","","","2026-04-04","","","","","","","","",""
"1457","","US DD1976","","","2026-04-03","","","","","","","","",""
"1457","","US DD1976","","","2026-04-04","","","","","","","","",""
"1458","","US DD1977","","","2026-04-03","","","","","","","","",""
"1458","","US DD1977","","","2026-04-04","","","","","","","","",""
"1459","","US 1978","","","2026-04-03","","","","","","","","",""
"1459","","US 1978","","","2026-04-04","","","","","","","","",""
"75","3088111","US DD1583","217","51.1","2026-04-03","525","12.20","0.13","0","2","1.13","","0","-8.38"
"75","3088111","US DD1583","218","50.9","2026-04-04","538","12.35","0.82","0","2","1.13","","0","-8.16"
"1460","","US DD1979","","","2026-04-03","","","","","","","","",""
"1460","","US DD1979","","","2026-04-04","","","","","","","","",""
"1461","","US DD1980","","","2026-04-03","","","","","","","","",""
"1461","","US DD1980","","","2026-04-04","","","","","","","","",""
"1462","","USDD1981","","","2026-04-03","","","","","","","","",""
"1462","","USDD1981","","","2026-04-04","","","","","","","","",""
"1463","","US DD1982","","","2026-04-03","","","","","","","","",""
"1463","","US DD1982","","","2026-04-04","","","","","","","","",""
"1464","","US DD1983","","","2026-04-03","","","","","","","","",""
"1464","","US DD1983","","","2026-04-04","","","","","","","","",""
"1465","","US DD1984","","","2026-04-03","","","","","","","","",""
"1465","","US DD1984","","","2026-04-04","","","","","","","","",""
"1466","","US DD1985","","","2026-04-03","","","","","","","","",""
"1466","","US DD1985","","","2026-04-04","","","","","","","","",""
"1467","","US 1986","","","2026-04-03","","","","","","","","",""
"1467","","US 1986","","","2026-04-04","","","","","","","","",""
"1468","","US 1987","","","2026-04-03","","","","","","","","",""
"1468","","US 1987","","","2026-04-04","","","","","","","","",""
"1469","","US DD1988","","","2026-04-03","","","","","","","","",""
"1469","","US DD1988","","","2026-04-04","","","","","","","","",""
"1470","","US DD1989","","","2026-04-03","","","","","","","","",""
"1470","","US DD1989","","","2026-04-04","","","","","","","","",""
"20049","","","","","2026-04-03","","","","","","","","",""
"20049","","","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"1471","","US DD1990","","","2026-04-03","","","","","","","","",""
"1471","","US DD1990","","","2026-04-04","","","","","","","","",""
"1472","","US DD1991","","","2026-04-03","","","","","","","","",""
"1472","","US DD1991","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"1473","","DD 1992","","","2026-04-03","","","","","","","","",""
"1473","","DD 1992","","","2026-04-04","","","","","","","","",""
"1474","","US DD1993","","","2026-04-03","","","","","","","","",""
"1474","","US DD1993","","","2026-04-04","","","","","","","","",""
"1476","","US DD1995","","","2026-04-03","","","","","","","","",""
"1476","","US DD1995","","","2026-04-04","","","","","","","","",""
"1475","","US 1994","","","2026-04-03","","","","","","","","",""
"1475","","US 1994","","","2026-04-04","","","","","","","","",""
"1477","","US DD1996","","","2026-04-03","","","","","","","","",""
"1477","","US DD1996","","","2026-04-04","","","","","","","","",""
"1478","","US DD1997","","","2026-04-03","","","","","","","","",""
"1478","","US DD1997","","","2026-04-04","","","","","","","","",""
"1479","","US DD1998","","","2026-04-03","","","","","","","","",""
"1479","","US DD1998","","","2026-04-04","","","","","","","","",""
"1480","","US DD1999","","","2026-04-03","","","","","","","","",""
"1480","","US DD1999","","","2026-04-04","","","","","","","","",""
"1481","","US DD2000","","","2026-04-03","","","","","","","","",""
"1481","","US DD2000","","","2026-04-04","","","","","","","","",""
"1482","","US DD2001","","","2026-04-03","","","","","","","","",""
"1482","","US DD2001","","","2026-04-04","","","","","","","","",""
"1485","","US DD2004","","","2026-04-03","","","","","","","","",""
"1485","","US DD2004","","","2026-04-04","","","","","","","","",""
"1486","","US D2005","","","2026-04-03","","","","","","","","",""
"1486","","US D2005","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"1487","","US DD2006","","","2026-04-03","","","","","","","","",""
"1487","","US DD2006","","","2026-04-04","","","","","","","","",""
"1488","","US DD2007","","","2026-04-03","","","","","","","","",""
"1488","","US DD2007","","","2026-04-04","","","","","","","","",""
"1489","","US DD2008","","","2026-04-03","","","","","","","","",""
"1489","","US DD2008","","","2026-04-04","","","","","","","","",""
"1490","","US DD2009","","","2026-04-03","","","","","","","","",""
"1490","","US DD2009","","","2026-04-04","","","","","","","","",""
"1491","","DD2010","","","2026-04-03","","","","","","","","",""
"1491","","DD2010","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"1492","","US DD2011","","","2026-04-03","","","","","","","","",""
"1492","","US DD2011","","","2026-04-04","","","","","","","","",""
"191","3183576","US DD1578","25","32.4","2026-04-03","490","11.49","1.81","0","2","1.15","2557","0","-1.54"
"191","3183576","US DD1578","26","43.2","2026-04-04","573","10.60","0.66","0","2","1.18","422","0","9.92"
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"1493","","US DD2012","","","2026-04-03","","","","","","","","",""
"1493","","US DD2012","","","2026-04-04","","","","","","","","",""
"1494","","US DD2013","","","2026-04-03","","","","","","","","",""
"1494","","US DD2013","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"1207","","US DD1576","","","2026-04-03","","","","","","","","",""
"1207","","US DD1576","","","2026-04-04","","","","","","","","",""
"1213","","US DD1582","","","2026-04-03","","","","","","","","",""
"1213","","US DD1582","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
"1497","","US 2015","","","2026-04-03","","","","","","","","",""
"1497","","US 2015","","","2026-04-04","","","","","","","","",""
"1498","","US DD2017","","","2026-04-03","","","","","","","","",""
"1498","","US DD2017","","","2026-04-04","","","","","","","","",""
"1499","","US DD2018","","","2026-04-03","","","","","","","","",""
"1499","","US DD2018","","","2026-04-04","","","","","","","","",""
"1500","","US DD2019","","","2026-04-03","","","","","","","","",""
"1500","","US DD2019","","","2026-04-04","","","","","","","","",""
"1501","","US DD2020","","","2026-04-03","","","","","","","","",""
"1501","","US DD2020","","","2026-04-04","","","","","","","","",""
"1502","","US DD2021","","","2026-04-03","","","","","","","","",""
"1502","","US DD2021","","","2026-04-04","","","","","","","","",""
"1503","","US DD2022","","","2026-04-03","","","","","","","","",""
"1503","","US DD2022","","","2026-04-04","","","","","","","","",""
"0","","","","","2026-04-03","","","","","","","","",""
"0","","","","","2026-04-04","","","","","","","","",""
