"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conductivity","","","","","","","","","","","",""
"216","6634679","US DD1642","2026-04-06","228","71.0","152","12","","2.7","2.0","1.28","0","71.0","-8.4","- |  - |  - |  -","","","","17.00","0.56","","Not Pregnant","Vet ck-pg ck-Open,CL left,stat right","2026-01-16","48","","3","2026-01-16","Not Pregnant","72","69","75","68","102.4","501","0","","1","451","103","3","North Milking Cows"
"1254","","US DD1646","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D,bull calf","2025-12-19","269","x","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1256","","US DD1647","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-pg 100D","2025-12-19","209","","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"257","6634640","US DD1648","","","0.0","","0","","","","0.00","0","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","269","x","1","2025-12-19","Pregnant","","","","","","501","0","","-19","355","","1","Default"
"247","6641939","US DD1649","2026-04-06","14","65.0","4","7","","2.9","3.4","1.15","0","65.0","4.2","- |  - |  - |  -","","","","14.53","0.29","","","","","","","","","","77","76","81","76","100.0","501","0","","-7","485","104","3","North Milking Cows"
"265","6641319","US DD1650","2026-04-06","14","66.8","2","1","","3.1","3.4","1.03","0","66.8","2.6","- |  - |  - |  -","","","","16.79","0.29","","","","","","","","","","69","70","72","69","100.6","501","0","","7","442","103","3","North Milking Cows"
"137","3087194","US DD1652","2026-04-06","10","42.3","7","1","","2.1","2.3","1.06","1","42.3","-2.4","- |  - |  - |  -","","","","10.16","2.67","","","","","","","","","","73","71","77","73","102.0","501","0","","6","447","103","3","North Milking Cows"
"1261","","US DD1653","","8","","","","","","","0.00","","","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","8","Dry Cows"
"2","3086479","US DD1654","2026-04-06","18","61.5","22","4","","1.9","2.1","1.16","0","61.5","8.2","- |  - |  - |  -","","","","14.46","0.28","","Metritis","","2026-03-25","","","","","","84","84","86","84","101.5","501","0","","-5","520","103","108","Main"
"27","3087387","US DD1655","2026-04-06","4","36.8","2","0","","2.0","2.0","1.15","0","36.8","4.6","- |  - |  - |  -","","","","5.83","0.55","","","","","","","","","","71","72","70","73","102.2","501","0","","","349","102","108","Main"
"1264","","US DD1656","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Keep Open","Vet ck-pg-FREE MATIN","2025-12-19","","","","2025-12-19","Keep Open","","","","","","501","","","","","","108","Main"
"17","3086731","US DD1660","2026-04-06","332","78.3","745","39","","2.2","2.1","1.31","0","78.3","-7.5","- |  - |  [] Mastitis |  -","2025-10-24","","","16.61","0.24","23","Fertility cycling","Vet ck-pg ck-open,stat left,Cl right,lut","2025-09-20","5","","4","2025-09-19","Not Pregnant","63","66","65","103","102.4","501","1","","4","472","101","103","South Milking Cows"
"39","6642027","US DD1662","","483","","326","52","","2.7","1.4","1.73","1","","-0.4","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","246","","7","2025-09-19","Pregnant","0","61","64","84","102.6","501","0","x","12","535","103","1","Default"
"203","5926241","US DD1671","2026-04-06","88","112.4","445","2","","2.2","2.1","1.29","0","112.4","-11.9","- |  - |  - |  -","","","","19.47","0.50","","","","","","","","","","69","68","69","68","102.7","501","0","","-2","555","103","3","North Milking Cows"
"1266","","US DD1672","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","108","Main"
"746","3351299","US DD1674","2026-04-06","16","68.6","9","6","","2.4","3.0","1.10","0","68.6","0.4","- |  - |  - |  -","","","","13.19","0.24","","","","","","","","","","73","73","73","72","102.6","501","0","","-4","575","103","108","Main"
"43","3086557","US DD1675","2026-04-06","48","82.9","22","4","","3.1","2.7","1.21","0","82.9","-6.0","[] Mastitis |  - |  - |  -","","","","19.40","0.39","1596","","","","","","","","","81","72","72","76","102.2","501","0","","6","539","101","103","South Milking Cows"
"1268","","US DD1676","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-30D","2025-12-19","139","","1","2025-12-19","Pregnant","","","","","","501","","","","","","108","Main"
"1269","","US DD1677","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","108","Main"
"1270","","US DD1679","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-50D","2025-12-19","159","","1","2025-12-19","Pregnant","","","","","","501","","","","","","108","Main"
"1271","","US DD1680","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","108","Main"
"188","6632868","US DD1683","","519","","229","24","","2.6","1.9","1.22","0","","7.9","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","267","x","5","2025-09-19","Pregnant","78","68","65","74","98.4","501","0","","8","483","104","8","Dry Cows"
"192","3543451","US DD1686","2026-04-06","240","49.8","84","138","","3.1","2.9","1.50","0","49.8","-4.2","- |  - |  - |  [s] High CDT","","","","13.04","0.23","2289","","","","9","","2","","","66","65","137","60","102.2","501","0","","7","468","101","103","South Milking Cows"
"193","6635122","US DD1687","2026-04-06","236","62.6","287","10","","3.4","3.4","1.65","0","62.6","-13.0","- |  - |  - |  -","","","","16.79","0.28","90","","","","49","","1","","","0","63","63","64","101.3","501","0","x","8","484","101","103","South Milking Cows"
"208","6633192","US DD1689","2026-04-06","126","97.2","174","10","","4.0","3.9","1.35","0","97.2","-11.0","- |  - |  - |  -","","","","18.21","0.34","362","Fertility cycling","Vet ck-57+DIM-Cl right,lut","2026-02-20","4","","2","","","74","73","71","71","101.7","501","0","","11","530","101","103","South Milking Cows"
"210","6632735","US DD1691","2026-04-06","400","64.2","148","27","","3.9","4.0","1.32","0","64.2","-11.9","- |  - |  - |  -","","","","13.39","0.28","60","Pregnant","Vet ck-PG","2026-03-20","61","","3","2026-03-20","Pregnant","71","76","70","73","98.1","501","0","","8","460","101","103","South Milking Cows"
"212","6635120","US DD1693","","338","","112","53","","3.1","2.1","1.49","0","","2.2","- |  - |  - |  -","","","","","","","Pregnant","","2025-10-17","221","","2","2025-10-17","Pregnant","65","72","69","68","102.2","501","0","","7","476","101","8","Dry Cows"
"131","3087351","US DD1696","2026-04-06","33","106.5","11","0","","3.5","4.0","1.23","0","106.5","-11.2","- |  - |  - |  -","","","","21.16","0.31","","Dirty cow","Vet ck-fresh-dirty,vac,give 2nd lut shot,1mo","2026-03-17","","","","","","70","71","70","68","102.0","501","0","","9","594","103","3","North Milking Cows"
"138","3086806","US DD1697","2026-04-06","575","36.4","344","95","","2.6","2.4","1.24","0","36.4","-3.7","- |  - |  - |  -","","","","9.24","0.15","","Keep Open","too high DMI, too low milk, sell","2026-03-19","122","","6","2026-03-19","Keep Open","72","69","71","72","100.9","501","0","","4","386","104","3","North Milking Cows"
"568","3184472","US DD1699","2026-04-06","56","83.6","35","2","","3.1","3.4","1.14","1","83.6","-10.1","- |  - |  - |  -","","","","17.32","0.33","934","Dirty cow","","2026-03-20","34","","","","","73","76","96","0","101.5","501","0","","3","463","102","103","South Milking Cows"
"121","3087395","US DD1700","2026-04-06","41","112.9","22","1","","3.4","3.4","1.14","0","112.9","-6.2","- |  - |  - |  -","2026-03-23","","","19.11","0.45","35","Dirty cow","","2026-03-15","","","","","","64","66","65","66","99.7","501","0","","11","496","102","103","South Milking Cows"
"1274","","US DD1705","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","269","x","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"217","6634709","US DD1706","2026-04-06","46","112.2","20","1","","3.7","3.9","1.10","0","112.2","-15.2","- |  - |  - |  -","","","","19.40","0.43","20","","","","","","","","","75","78","75","76","101.3","501","0","","2","570","101","103","South Milking Cows"
"67","3086685","US DD1707","2026-04-06","8","47.0","4","0","","2.0","2.1","1.06","1","47.0","1.1","- |  - |  - |  -","","","","6.42","0.82","","","","","","","","","","74","74","77","75","100.6","501","0","","7","551","104","3","North Milking Cows"
"1276","","US DD1708","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Keep Open","Vet ck-pg-FREE MARTIN","2025-12-19","","","","2025-12-19","Keep Open","","","","","","501","","","","","","11","Young stock"
"218","6632897","US DD1712","2026-04-06","80","76.3","31","4","","3.6","2.9","1.26","0","76.3","-19.6","- |  - |  - |  -","","","","16.01","0.34","114","","","","37","","","","","76","80","83","0","100.4","501","0","","12","334","102","103","South Milking Cows"
"223","6632661","US DD1714","2026-04-06","320","50.0","225","2","","2.7","2.4","1.37","0","50.0","-2.6","- |  - |  - |  -","","","","12.20","1.48","89","Pregnant","Vet ck-preg","2026-02-20","94","","2","2026-02-20","Pregnant","70","69","67","70","102.2","501","0","","10","427","101","103","South Milking Cows"
"1277","","US DD1715","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"224","6642406","US DD1716","2026-04-06","16","74.5","13","1","","2.5","2.6","1.01","0","74.5","6.0","- |  - |  - |  -","","","","17.32","1.75","42","","","","","","","","","68","70","71","72","103.3","501","0","","12","561","101","103","South Milking Cows"
"1278","","US DD1719","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1279","","US DD1720","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1280","","US DD1721","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-45D","2025-12-19","154","","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"236","6632625","US DD1722","2026-04-06","25","54.5","33","4","","2.2","2.7","1.07","0","54.5","-7.5","- |  - |  - |  -","","","","12.13","1.69","","","","","","","","","","71","67","68","72","101.5","501","0","","14","510","103","3","North Milking Cows"
"227","6632644","US DD1723","2026-04-06","381","89.5","697","11","","3.4","3.6","1.31","0","89.5","-5.1","- |  - |  - |  -","","","","19.70","0.40","157","Pregnant","Vet ck-pg","2026-01-16","151","","3","2026-01-16","Pregnant","73","74","76","71","101.5","501","0","","14","537","101","103","South Milking Cows"
"4","3086632","US DD1724","2026-04-06","26","26.0","82","4","","1.6","1.3","1.19","0","26.0","-8.2","- |  - |  - |  -","2025-10-25","","","12.14","1.15","629","","","","","","","","","83","73","85","0","102.9","501","8","","1","99","101","103","South Milking Cows"
"1283","","US DD1726","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-120D","2025-12-19","229","","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1284","","US DD1731","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-120D,heifer calf","2025-12-19","229","","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1287","","US DD1736","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1288","","US DD1737","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Female infertility","Vet ck-pg ck-Open","2025-12-19","","","","","","","","","","","501","","","","","","11","Young stock"
"226","6634736","US DD1739","2026-04-06","311","34.8","157","37","","3.0","2.4","1.55","1","34.8","-6.4","- |  - |  - |  -","","","","15.03","0.37","","Pregnant","Vet ck-preg,110D","2026-02-20","156","","2","2026-02-20","Pregnant","0","0","67","66","100.6","501","0","x","3","463","104","3","North Milking Cows"
"1290","","US DD1740","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1292","","US DD1743","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 80D,heifer","2026-03-20","98","","1","2026-03-20","Pregnant","","","","","","501","","","","","","11","Young stock"
"184","3183423","US DD1747","2026-04-06","14","24.0","13","30","","1.8","1.4","0.92","3","24.0","7.1","- |  - |  - |  -","","","","7.97","0.87","","Metritis","","2026-03-26","","","","","","72","72","0","0","102.2","501","0","x","6","636","104","3","North Milking Cows"
"105","3087401","US DD1748","2026-04-06","132","84.7","79","7","","3.5","3.1","1.46","0","84.7","-23.4","- |  - |  - |  -","","","","16.85","0.35","94","","","","2","","2","","","0","71","72","75","101.7","501","0","","8","523","102","103","South Milking Cows"
"163","3352744","US DD1751","2026-04-06","25","66.8","4","1","","3.8","4.1","0.94","0","66.8","0.0","- |  - |  - |  -","","","","13.83","0.37","","","","","1","","","","","70","72","73","71","101.1","501","0","x","14","419","103","3","North Milking Cows"
"1297","","US DD1752","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","269","x","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"144","3087427","US DD1755","2026-04-06","12","52.5","4","6","","2.5","3.1","0.94","0","52.5","5.5","- |  - |  - |  -","","","","14.46","0.26","","","","","","","","","","70","70","71","72","98.2","501","0","x","-3","469","104","3","North Milking Cows"
"1299","","US DD1756","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 70D","2026-03-20","88","","1","2026-03-20","Pregnant","","","","","","501","","","","","","11","Young stock"
"145","3086699","US DD1758","2026-04-06","14","45.9","4","1","","2.6","3.0","1.10","0","45.9","-4.4","- |  - |  - |  -","","","","11.22","0.15","","","","","","","","","","69","70","72","70","103.6","501","0","","-8","444","103","3","North Milking Cows"
"128","3087160","US DD1759","","417","","456","3","","2.5","1.6","1.63","0","","-0.4","- |  - |  - |  -","","","","","","1797","Pregnant","Vet ck-Pg","2025-11-21","212","","5","2025-11-21","Pregnant","0","89","74","74","100.0","501","0","x","12","443","102","8","Dry Cows"
"1301","","US DD1760","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 80D","2026-03-20","98","","1","2026-03-20","Pregnant","","","","","","501","","","","","","11","Young stock"
"146","3087034","US DD1761","2026-04-06","12","50.3","13","1","","1.9","2.1","1.06","0","50.3","2.4","- |  - |  - |  -","","","","10.86","1.76","","","","","","","","","","74","75","76","74","101.3","501","0","","6","481","103","3","North Milking Cows"
"89","3087349","US DD1763","2026-04-06","312","65.5","231","15","","2.8","2.7","1.34","2","65.5","-11.9","- |  - |  - |  -","","","","18.45","0.44","79","Pregnant","Vet ck-pg","2025-12-19","169","","3","2025-12-19","Pregnant","64","65","64","63","102.2","501","0","","14","523","101","103","South Milking Cows"
"58","3086115","US DD1766","2026-04-06","373","65.5","311","11","","3.0","3.0","1.29","0","65.5","-6.0","- |  - |  - |  -","2025-12-28","","","15.00","0.29","156","Pregnant","Vet ck-preg","2026-02-20","106","","3","2026-02-20","Pregnant","81","68","69","66","101.3","501","0","","6","539","101","103","South Milking Cows"
"59","3087697","US DD1767","2026-04-06","386","6.4","403","27","x","2.3","1.0","1.78","1","6.4","-20.3","- |  - |  - |  -","","","","2.50","0.89","612","Pregnant","Vet ck-pg","2025-09-19","246","","2","2025-09-19","Pregnant","0","72","70","0","99.1","501","0","x","14","531","101","103","South Milking Cows"
"37","3087451","US DD1768","2026-04-06","357","52.5","421","6","","2.5","2.3","1.55","0","52.5","-7.9","- |  - |  - |  -","","","","6.70","4.02","","Pregnant","Vet ck-pg","2026-01-16","148","","3","2026-01-16","Pregnant","64","67","68","67","99.0","501","0","x","12","578","104","3","North Milking Cows"
"164","3542845","US DD1769","2026-04-06","6","86.6","0","0","","3.2","3.2","0.87","1","86.6","0.4","- |  - |  - |  -","","","","7.08","0.17","102","","","","","","","","","69","74","69","68","102.2","501","4","x","-2","402","101","103","South Milking Cows"
"1304","","US DD1773","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 75D,bull calf","2026-03-20","93","","1","2026-03-20","Pregnant","","","","","","501","","","","","","11","Young stock"
"1305","","US DD1774","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"117","3087338","US DD1775","2026-04-06","14","46.1","7","27","x","1.8","2.3","1.15","0","46.1","7.3","- |  - |  - |  -","","","","10.72","0.66","","","","","","","","","","0","71","73","71","97.0","501","0","","13","447","103","3","North Milking Cows"
"1307","","US DD1776","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 45D","2026-03-20","63","","1","2026-03-20","Pregnant","","","","","","501","","","","","","11","Young stock"
"1308","","US DD1777","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 70D,bull calf","2026-03-20","88","","1","2026-03-20","Pregnant","","","","","","501","","","","","","11","Young stock"
"1309","","US DD1778","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1310","","US DD1780","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1311","","US DD1781","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1312","","US DD1785","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-150D","2025-12-19","259","x","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1313","","US DD1786","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1314","","US DD1787","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1316","","US DD1789","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","108","Main"
"1319","","US DD1791","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"232","6632637","US DD1792","2026-04-06","156","93.7","388","10","","2.8","2.9","1.44","0","93.7","-11.9","- |  - |  - |  -","","","","23.51","0.55","99","Fertility cycling","Vet ck-75+DIM-CL left,Stat right,lut, offsync if no heat","2026-03-20","97","","","","","66","69","68","69","98.4","501","0","","6","536","102","103","South Milking Cows"
"233","6634664","US DD1793","2026-04-06","323","60.6","617","1","","2.2","2.1","1.47","1","60.6","-7.7","- |  - |  - |  -","","","","16.08","0.22","","Pregnant","Vet ck-PG","2026-03-20","87","","3","2026-03-20","Pregnant","68","67","68","70","100.9","501","0","","6","439","104","3","North Milking Cows"
"235","6633202","US DD1795","2026-04-06","202","93.9","143","0","","3.2","4.0","1.27","0","93.9","-18.1","- |  - |  - |  -","","","","22.43","0.39","","Fertility cycling","Vet ck-pg-open,CL left,stat right,lut, Vet ck-pg-open,CL left,stat right,lut","2026-02-20","42","","2","2026-02-20","Not Pregnant","70","70","73","70","99.9","501","0","","10","543","104","3","North Milking Cows"
"237","6635029","US DD1797","","382","","633","11","x","2.1","","0.00","9","","0.0","[M]  |  [M]  |  [M] Abnormal |  [M] High CDT","2026-01-19","","","","","","Pregnant","Vet ck-Pg","2025-11-21","208","","2","2025-11-21","Pregnant","0","0","175","84","88.9","501","0","","7","450","101","1","Default"
"238","6634733","US DD1798","2026-04-06","212","67.0","101","5","","3.5","3.3","1.29","0","67.0","-6.4","- |  - |  - |  -","","","","16.73","0.52","64","Dirty cow","dirty","2025-09-23","4","","1","","","61","0","63","64","99.7","501","0","","-2","534","101","103","South Milking Cows"
"239","6641905","US DD1799","2026-04-06","49","125.2","22","5","","3.9","4.0","1.07","8","125.2","-11.5","- |  - |  - |  -","","","","19.52","0.73","156","","","","","","","","","66","66","72","66","101.5","501","0","","3","563","101","103","South Milking Cows"
"240","6633288","US DD1800","2026-04-06","354","24.5","608","23","","2.1","1.4","1.59","0","24.5","0.0","- |  - |  - |  -","","","","10.09","1.59","","Pregnant","Vet ck-pg","2026-01-16","151","","1","2026-01-16","Pregnant","75","72","74","72","98.2","501","0","x","2","516","103","3","North Milking Cows"
"241","6634711","US DD1801","2026-04-06","395","40.8","694","6","","2.1","2.1","1.50","0","40.8","-7.7","- |  - |  - |  -","","","","11.15","0.13","","Pregnant","Vet ck-pg","2025-12-19","163","","6","2025-12-19","Pregnant","74","77","74","76","101.1","501","0","x","12","501","103","3","North Milking Cows"
"243","6633246","US DD1803","2026-04-06","113","101.2","324","2","","3.1","3.3","1.25","0","101.2","-7.7","- |  - |  - |  -","2026-02-27","","","20.77","0.34","20","","","","4","","1","","","70","70","70","84","102.2","501","0","","8","516","101","103","South Milking Cows"
"1320","","US DD1804","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1321","","US DD1805","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1322","","US DD1806","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"244","6632803","US DD1810","2026-04-06","224","74.5","249","41","","3.0","2.6","1.31","3","74.5","-0.4","[s] High CDT |  - |  - |  -","","","","17.56","0.19","310","Off sync program","","2026-02-23","4","","4","2026-02-20","Not Pregnant","138","59","58","59","101.5","501","0","","-2","429","102","103","South Milking Cows"
"245","6634963","US DD1811","","171","","265","4","","3.2","","0.00","30","","0.0","[M]  |  [M] Mastitis |  [M] Mastitis |  [M] ","","","","","","1780","Fertility cycling","Vet ck-pg-open,stat left CL right,lut, Vet ck-pg-open,stat left CL right,lut","2026-02-20","42","","2","2026-02-20","Not Pregnant","87","104","0","102","100.9","501","0","","10","513","102","1","Default"
"1323","3543443","US DD1812","","","0.0","","0","","","0.0","0.00","0","0.0","0.0","- |  - |  - |  -","","","","","","","Female infertility","Vet ck-pg ck-Open","2025-12-19","3","","1","","","","","","","","501","0","","0","466","","1","Default"
"1324","","US DD1813","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"248","6635044","US DD1816","2026-04-06","327","76.5","269","31","","2.8","3.1","1.20","0","76.5","-5.5","[M]  |  [M]  |  [M]  |  [M] ","2026-04-06","x","","16.96","0.33","592","Female infertility","Vet ck-75+DIM-cyst left,stat right,offsync","2025-08-26","24","","5","","","66","67","78","0","102.0","501","0","","7","491","102","103","South Milking Cows"
"136","3087368","US DD1819","2026-04-06","231","59.1","351","5","","2.1","2.3","1.28","0","59.1","-10.1","- |  - |  - |  -","","","","13.40","0.25","","Not Pregnant","Vet ck-pg-open,stat left,stat right,offsync","2026-02-20","42","","2","2026-02-20","Not Pregnant","78","72","72","72","100.8","501","0","","14","640","103","3","North Milking Cows"
"253","6634702","US DD1821","2026-04-06","466","51.4","159","4","","3.3","2.6","1.39","0","51.4","-6.2","- |  - |  - |  -","","","","11.08","0.13","","Female infertility","Vet ck-CL left,stat right,lut","2026-01-16","3","","6","2025-09-19","Not Pregnant","66","0","66","76","101.1","501","0","","5","338","103","3","North Milking Cows"
"256","6634673","US DD1824","2026-04-06","181","104.1","139","22","","3.5","4.0","1.30","0","104.1","-4.9","- |  - |  - |  -","","","","21.31","0.45","38","Off sync program","","2026-01-19","24","","3","","","68","69","69","68","101.3","501","0","","4","538","101","103","South Milking Cows"
"258","6641953","US DD1826","","357","","161","88","","3.0","1.1","1.32","3","","0.0","- |  - |  [] Mastitis |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","263","x","2","2025-09-19","Pregnant","66","66","64","109","100.9","501","0","","8","546","102","8","Dry Cows"
"260","6634655","US DD1828","2026-04-06","187","58.6","203","10","","2.9","1.3","1.38","0","58.6","-4.9","- |  - |  - |  -","","","","13.33","3.32","","Not Pregnant","Vet ck-pg-open,stat left,sm fol right,offsync","2026-02-20","46","","2","2026-02-20","Not Pregnant","73","75","0","73","103.5","501","0","","11","534","101","103","South Milking Cows"
"261","6634657","US DD1829","2026-04-06","136","101.9","328","8","","3.0","3.0","1.47","1","101.9","-6.6","- |  - |  - |  -","","","","19.05","0.27","467","","","","12","","1","","","71","0","68","68","100.9","501","0","","11","531","102","103","South Milking Cows"
"1327","","US DD1832","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1328","","US DD1833","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"231","6635053","US DD1834","2026-04-06","216","22.7","798","17","","1.9","1.9","1.29","0","22.7","-1.3","[M]  |  [M]  |  [M]  |  [M] High CDT","","x","","8.57","1.41","2753","Keep Open","Keep Open Advice","2026-04-05","24","","1","2026-04-05","Keep Open","0","0","132","64","101.7","501","0","","2","382","101","103","South Milking Cows"
"1329","","US DD1835","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"221","6635124","US DD1836","2026-04-06","206","80.5","955","3","","2.0","1.7","1.33","0","80.5","-15.2","- |  - |  - |  -","","","","6.67","6.41","","Pregnant","Vet ck-pg","2026-01-16","133","","1","2026-01-16","Pregnant","72","74","73","71","102.0","501","0","","4","597","101","103","South Milking Cows"
"1330","","US DD1840","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1331","","US DD1841","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1332","","US DD1842","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"787","3184144","US DD1846","2026-04-06","226","34.2","392","21","","2.0","2.1","1.59","0","34.2","-4.4","- |  - |  - |  -","","","","10.30","0.11","","Female infertility","Vet ck-fert ck-CL left,lut","2026-01-16","8","","","","","74","79","75","73","98.6","501","0","x","-1","517","104","3","North Milking Cows"
"1335","","US DD1848","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1336","","US DD1849","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1337","","US DD1851","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1338","","US DD1852","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
